chunk_id,section_title,chunk_type,page_number,content,id,title,url,text,source_path,document_id,document_title,authors,publication,year,doi,abstract,top_level_sections
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1011,Abstract,paragraph,1,"This reinforces self-consciousness and encourages a sense of commitment to improve by conviction, not by imposition.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1011,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"This reinforces self-consciousness and encourages a sense of commitment to improve by conviction, not by imposition.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1012,Abstract,paragraph,1,This novel methodology gives the organization a clear metric on the return on the investment the program offers and allows very specific interventions to improve individual and group level non-technical skills across the organization.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1012,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,This novel methodology gives the organization a clear metric on the return on the investment the program offers and allows very specific interventions to improve individual and group level non-technical skills across the organization.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1013,Abstract,paragraph,1,"The paper shows how the Permanent Attention instructional design combines Endsley’s research from the aviation and nuclear industries, with Knowles’ andragogy (2015) theory to achieve competency acquisition and retention.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1013,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"The paper shows how the Permanent Attention instructional design combines Endsley’s research from the aviation and nuclear industries, with Knowles’ andragogy (2015) theory to achieve competency acquisition and retention.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1014,Abstract,paragraph,1,"Novel approaches such as the SAGAT, are used with scenarios that are familiar to the target population.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1014,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Novel approaches such as the SAGAT, are used with scenarios that are familiar to the target population.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1015,Abstract,paragraph,1,Participants’ levels of situational awareness competency are measured before and after the training to determine whether a statistically significant impact was achieved through the program.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1015,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Participants’ levels of situational awareness competency are measured before and after the training to determine whether a statistically significant impact was achieved through the program.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1016,Abstract,paragraph,1,Permanent Attention has been implemented in organizations with a wide range of maturity.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1016,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Permanent Attention has been implemented in organizations with a wide range of maturity.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1017,Abstract,paragraph,1,"Case-studies are presented to illustrate the process, results, and limitations in two leading drilling companies, in which 60 to 70% of incidents had situational awareness as a contributing factor, over last five years.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1017,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Case-studies are presented to illustrate the process, results, and limitations in two leading drilling companies, in which 60 to 70% of incidents had situational awareness as a contributing factor, over last five years.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1018,Abstract,paragraph,1,The implementation of the program has brought statistically significant improvements in the competency of employees and the pilot in Colombia has shown early signs of accident reduction.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE1018,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,The implementation of the program has brought statistically significant improvements in the competency of employees and the pilot in Colombia has shown early signs of accident reduction.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE2001,Introduction,paragraph,2,Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE2001,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE2002,Introduction,paragraph,2,"Non-technical skills are also called ‘crew resource management’, or CRM in the aviation and oil and gas industries.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE2002,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Non-technical skills are also called ‘crew resource management’, or CRM in the aviation and oil and gas industries.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
